title,score,genres,episodes,synopsis,popularity,members,studios,year
Mrs. Sazae,6.14,"['Comedy', 'Slice of Life']",,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by",7023,10149,['Eiken'],1969
JK to Inkou Kyoushi 4,6.59,['Hentai'],2.0,"Takashi is a teacher. One day, two new students come to his class, Shizuka and Satsuki. Shizuka is friendly and Satsuki is quiet. Some days later the vice-principal suddenly orders Takashi to take care of them, and it turns out that Shizuka is actua",7024,10146,['PoRO'],
Cute High Earth Defense Club LOVE! LOVE! LOVE!,6.81,"['Comedy', 'Fantasy', 'Parody', 'School', 'Super Power']",1.0,The older boys are graduating school and recount their memories together. The next day everyone defends the graduation ceremony against Zundar and Dadacha's Second Button Monster but Yumoto stru,7025,10142,['Studio Comet'],
Casshan: Robot Hunter,6.3,"['Adventure', 'Sci-Fi', 'Mecha']",4.0,"In the near future, robot technology has advanced to the point of self-awareness. Under the leadership of the ""Black King,"" machines have decimated the human population and conquered the world. Those who survived the early holocaust have been enslaved for life. But throughout the hardships, a lone hero appears as the savior of mankind. He is Casshan - a fusion of man and machine driven to combat Black King and his forces t",7026,10136,['Tatsunoko Production'],
Horus: Prince of the Sun,6.48,"['Adventure', 'Drama']",1.0,"Horus is a boy that one day, hunted by silver wolves, found the sword of the sun. The day his father died he left his home to find the people from the town his father told him. Together with a small bear named Koro he starts the journey and runs into a great adventure fighting against Grunwald and his subordinates who want to rule t",7027,10135,['Toei Animation'],
Teekyu 3 Specials,6.45,"['Comedy', 'Sports', 'School', 'Shounen']",2.0,Short specials ,7028,10132,['MAPPA'],
City Hunter: .357 Magnum,7.37,"['Action', 'Comedy', 'Mystery', 'Shounen']",1.0,"A beautiful pianist comes to Tokyo for a charity concert, and City Hunter is there. But music isn`t his forte; he wants lessons in the language of love. Desperation becomes the word of the day as the bodies start dropping. A foreign dignitary is assassinated in cold blood. Secret agents scour the streets for a missing microchip. Diplomatic infighting swirls around the upcoming concert, and City Hunter is the only ",7030,10129,['Sunrise'],
Yao Shen Ji 2nd Season,7.3,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Martial Arts', 'Mythology']",40.0,Se,7029,10125,['Ruo Hong Culture'],
Oblivion Island: Haruka and the Magic Mirror,7.3,['Fantasy'],1.0,"Your favourite teddy bear. That model kit that took so long to complete. The picture book you used to read over and over again. The shining stone you found that day in the park. Where do all your childhood's treasures go when you grow up? In this story, we meet fantastic creatures that gather all these little objects that fall into oblivion as they are forgotten by their owners when they step into adulthood. These creatures sneak into our world from a different dimension, and unseen by humans, they take all the ditched and forgotten ""treasures"" into their world. Here, they use their booty to build their own city, a fairy tale-like place called... Oblivion Island!",7031,10122,"['Production I.G', 'Polygon Pictures']",
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,6.75,"['Comedy', 'Fantasy']",1.0,Included with the premium collection release of the PS4 remake of Utawarerumono: Chiriyukumono e no Komoriuta. The anime will tell the story of Kuon's child,7032,10115,['White Fox'],
Fist of the North Star: The Legend of Yuria,7.08,"['Action', 'Adventure', 'Drama', 'Martial Arts', 'Shounen']",1.0,The second part of the new Hokuto no Ken pentalogy. The story of this OVA centers around Y,7033,10113,['TMS Entertainment'],
Fureru.,6.88,"['Drama', 'Supernatural', 'Adult Cast']",1.0,"Aki, Ryo, and Yuta, childhood friends who grew up on the same island, are 20 years old and start living together in Takadanobaba, Tokyo. Even though their living environments are different: they work part-time at a bar, work as salespeople at a real estate company, and are students at a vocational school for clothing designers, the three are always connected in their hearts. The reason is, the mysterious creatures brought from the island, Touch, have mysterious powers similar to telepathy that connect them with different hobbies and personalities. The friendship between the three should continue, but they discover another hidden power of touch...",7034,10114,['CloverWorks'],
Reideen,6.51,"['Sci-Fi', 'Mecha']",26.0,"Saiga is a normal high school student with a gift in mathematics. His daily routine is disrupted when his family gets news that his Father's remains have been discovered—a noted archeologist and researcher who had gone missing while exploring a site many years before. Among his remains were notes and artifacts that needed to be identified by the family near a notable triangular mountain in Japan known as ""Japan's pyramid"", a place suspected by some to be man-made. A meteor containing a strange robotic lifeform falls from the sky and begins to cause destruction, putting Saiga in danger and causing a mysterious bracelet from his father's research to activate and merge him with an ancient robot burried within the pyramid—a robot the runes describe as Reideen. It is now up to Saiga and guardian Reideen to fight against this unknown alien threat fr",7035,10099,['Production I.G'],2007
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO: Mugen no Heiretsu Sekai,6.72,"['Drama', 'Sci-Fi', 'Time Travel']",1.0,Unaired episode included with,7036,10092,['feel.'],
Plus-sized Misadventures in Love!,6.23,"['Comedy', 'Romance', 'Adult Cast', 'Workplace', 'Shoujo']",,"""This is the punishment for a fat, ugly girl like me falling in love with someone as beautiful as you..."" Yumeko had a mountain of complexes about herself. Then, a terrible accident befalls her. Though somehow saved from the brink of death, Yumeko wakes up a completely different person. ""This is...me...?! I'm SO cute!!"" Those around her can't hide their surprise and wonderment at this 180°change... But, Yumeko's new hyper-positive attitude starts to change her surroundings, too. Worries and complexes can affect anyone, and Yumeko will chop right through those of her various supporting characters!! In love, work, friendship... And an attempted murder case?! This frenzied romantic comedy will leave you bubbling with energy!

(",7037,10096,['Marvy Jack'],2025
Armor Shop for Ladies & Gentlemen Flips the Script,5.42,"['Comedy', 'Fantasy', 'Ecchi']",3.0,No synopsis information has been added to this title. Help improve our database,7038,10089,['IMAGICA Lab.'],
The Great Adventures of Robin Hood,7.11,"['Adventure', 'Romance', 'Historical']",52.0,"A variant of Robin Hood in which all the principal characters are teenagers.

Several centuries ago in Nottingham County, a cruel and greedy baron by the name of Alwine ordered the destruction of the Huntingtons' castle—from the fire of which Robin and his cousins, Will, Winifred and Barbara, miraculously escaped. The youngsters sought shelter in Sherwood Forest, where, thanks to the wise guidance of the hermit better known as ""Friar Tuck,"" they managed to face the difficulties of a life in the wilderness as as well as they could; however, in the forest there lived a fearless group of young bandits, led by Little John. Their first encounter with Robin and his cousins was at first rather stormy, as the two groups fought for the destiny of a young, noble maiden named Marian who had fallen into the hands of the bandits during an ambush.

Their bitterness, however, rapidly lead the way to friendship, and Robin and John later realized they were all victims of the same fate. The youngsters thus mutually decided to help one another. Baron Alwine was not merely enemy of the Huntingtons—in fact, a couple years earlier he had forced Little John and his gang to seek protection in the forest to avoid forced labour. He would later seek Marian Lancaster for the secret carved on a cross the girl wore as symbol of her family line.

The girl was to be adopted by the shady Bishop Herfort—Alwine's accomplice—who sought to attain the Lancaster's wealth. With all their strength, Robin and his friends were then compelled to fight against the baron's troops, led by Gilbert—a dangerous and fearless knight. When Winifred and Marian were then imprisoned in the castle's dungeons, our heroes tried in every way possible to enter until their ardour was finally rewarded with success. Thanks to his noble heart and heed for danger, Robin became rapidly known as the protector of the poor and oppressed. Beloved and highly esteemed not only by the villagers, but also and especially by the sweet and beautiful Marian he was. The boy who never parted from his loyal, magical bow, endlessly engaged in dangerou",7039,10084,['Tatsunoko Production'],1990
New Kimagure Orange Road: Summer's Beginning,7.34,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Ecchi', 'Shounen']",1.0,"In 1994, Kyousuke Kasuga is a war photographer covering the Bosnian War. However, in 1991, he was still an awkward college student struggling to be at ease in his relationship with Madoka Ayukawa. When Kyousuke is hit by a car in 1991, his soul becomes entangled with the soul of his future self. Struggling to understand the changes of the past three years, Kyousuke runs into Hikaru Hiyama, who has become a successful Broadway performer. As he tries to comprehend the feelings of the women in his life, Kyousuke must find a way to get back to the time where he belongs.",7040,10058,['Studio Pierrot'],
Yuki Yuna is a Hero: A Sunny Place,7.0,"['Drama', 'Mahou Shoujo']",1.0,A recap episode of the original series made to connect Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou to the sequel series Yuuki Yuuna wa Yuu,7041,10060,['Studio Gokumi'],
A-Size Classmate,5.67,['Hentai'],2.0,Based on th,7042,10052,['Studio 9 Maiami'],
Chiisana Tsubomi no Sono Oku ni...,6.53,['Hentai'],4.0,No synopsis information has been added to this title. Help improve our database,7043,10055,['Nur'],
Code Geass: Akito the Exiled - To Beloved Ones Picture Drama,6.43,"['Comedy', 'Military']",1.0,Picture drama included in the Code Geass: Boukoku no Aki,7044,10049,['Sunrise'],
